price,coin,market_cap,volume,timestamp
85787.70914901773,bitcoin,1702009594329.4495,12617587530.619724,2025-03-24 00:00:00
87327.72969669085,bitcoin,1732715331970.134,27270889835.1835,2025-03-25 00:00:00
87520.58391530563,bitcoin,1735368473904.4885,30351832942.705593,2025-03-26 00:00:00
86960.8555491039,bitcoin,1724854479045.6724,25522877558.700558,2025-03-27 00:00:00
87227.27158032371,bitcoin,1729729987159.4822,24620445368.489468,2025-03-28 00:00:00
84359.46915506005,bitcoin,1673182800974.1038,31674486232.097313,2025-03-29 00:00:00
82679.17255385047,bitcoin,1640665503855.1438,16837439419.924389,2025-03-30 00:00:00
82356.38111183756,bitcoin,1633996304187.2593,13428975108.070734,2025-03-31 00:00:00
82514.09365397849,bitcoin,1635076581047.3545,30326148749.91535,2025-04-01 00:00:00
85237.5876052852,bitcoin,1690602036035.04,29172899851.734768,2025-04-02 00:00:00
82526.4221526433,bitcoin,1637358764747.381,46332905657.77597,2025-04-03 00:00:00
83163.98757387721,bitcoin,1652537223074.958,36594464539.14662,2025-04-04 00:00:00
83852.00765399594,bitcoin,1664234880198.049,35647289400.47406,2025-04-05 00:00:00
83595.88550177493,bitcoin,1656020067997.187,14910400035.531416,2025-04-06 00:00:00
78211.48358199988,bitcoin,1555325260787.2627,36140377231.68329,2025-04-07 00:00:00
79179.29226757778,bitcoin,1581407565278.352,82909748172.59216,2025-04-08 00:00:00
76329.090356324,bitcoin,1515042499757.3254,47812787635.22632,2025-04-09 00:00:00
82622.17029546302,bitcoin,1640567909122.172,87408220482.11568,2025-04-10 00:00:00
79596.35732250768,bitcoin,1580023209138.0547,41213520154.25157,2025-04-11 00:00:00
83439.28818043756,bitcoin,1655868880454.1702,39813566443.76779,2025-04-12 00:00:00
85305.09728392666,bitcoin,1693600655371.0874,22428929482.069122,2025-04-13 00:00:00
83600.82010054543,bitcoin,1658923208081.8682,28731125717.934357,2025-04-14 00:00:00
84523.4524914945,bitcoin,1677843510120.269,33155578229.343513,2025-04-15 00:00:00
83656.49248858042,bitcoin,1660749023283.0562,25084671427.622566,2025-04-16 00:00:00
84105.77942167096,bitcoin,1670497569762.047,26948109141.803364,2025-04-17 00:00:00
84930.90857600998,bitcoin,1686226810049.1836,19323821375.14309,2025-04-18 00:00:00
84433.75017215389,bitcoin,1676373197914.5117,9550691272.782005,2025-04-19 00:00:00
85126.66244301842,bitcoin,1690090596771.3958,12635983530.804455,2025-04-20 00:00:00
85073.16544858096,bitcoin,1689008667806.3804,12625843856.313684,2025-04-21 00:00:00
87452.04699068287,bitcoin,1735703747771.06,40070025414.28289,2025-04-22 00:00:00
93576.16588573981,bitcoin,1858587811717.8286,53841992235.36636,2025-04-23 00:00:00
93605.45230873208,bitcoin,1858660302322.256,39901515879.65954,2025-04-24 00:00:00
93872.81422867288,bitcoin,1864298110563.3408,30031246761.093452,2025-04-25 00:00:00
94773.11200643536,bitcoin,1882121595175.8462,39336184715.04292,2025-04-26 00:00:00
94644.06637120107,bitcoin,1879131951239.1846,15445392739.787264,2025-04-27 00:00:00
93809.33781968223,bitcoin,1862772247122.064,15926259371.057959,2025-04-28 00:00:00
95030.60645474444,bitcoin,1887067388174.3481,31913814736.53902,2025-04-29 00:00:00
94256.35946318062,bitcoin,1870818389258.4038,25882629766.278946,2025-04-30 00:00:00
94235.75331048167,bitcoin,1871350362569.0933,26541700309.366146,2025-05-01 00:00:00
96426.94522273027,bitcoin,1914884389769.3945,30207566405.468834,2025-05-02 00:00:00
96855.5681343944,bitcoin,1923251765866.1472,23276376191.483967,2025-05-03 00:00:00
95922.86842404422,bitcoin,1904894886394.57,13797554863.642815,2025-05-04 00:00:00
94326.62048529249,bitcoin,1872812442453.0322,14903122945.616686,2025-05-05 00:00:00
94758.8237105546,bitcoin,1882511286487.958,24086456278.203846,2025-05-06 00:00:00
96854.53198815876,bitcoin,1923643840814.599,23348052607.071873,2025-05-07 00:00:00
97026.49376966801,bitcoin,1927134557858.269,64376174032.08048,2025-05-08 00:00:00
103076.27555512934,bitcoin,2047883753852.6929,50020047720.65604,2025-05-09 00:00:00
102962.54045692299,bitcoin,2045046445523.5242,40800894903.23446,2025-05-10 00:00:00
104630.8792994166,bitcoin,2077132539531.3464,21558992540.042442,2025-05-11 00:00:00
103994.061616746,bitcoin,2065659960471.3655,27389436049.454792,2025-05-12 00:00:00
102876.8304286011,bitcoin,2044347271866.1707,43090605819.36596,2025-05-13 00:00:00
104184.49039270742,bitcoin,2069356072124.024,33861432519.50822,2025-05-14 00:00:00
103594.42575090709,bitcoin,2057798367292.5637,28398245846.798244,2025-05-15 00:00:00
103708.85136423641,bitcoin,2060142559914.034,31823340473.339912,2025-05-16 00:00:00
103556.03493982446,bitcoin,2057725640290.0767,25887953182.14765,2025-05-17 00:00:00
103212.36483885496,bitcoin,2050318521477.805,18950056010.479057,2025-05-18 00:00:00
106030.6376831359,bitcoin,2104889720872.8306,30744060179.802963,2025-05-19 00:00:00
105629.41580436694,bitcoin,2098485415895.0496,43339734153.75087,2025-05-20 00:00:00
106786.71995834043,bitcoin,2121778617273.821,36393687094.25122,2025-05-21 00:00:00
109665.86371625263,bitcoin,2178838967665.505,60722883113.84,2025-05-22 00:00:00
111560.356938144,bitcoin,2214712145787.249,52218408239.45193,2025-05-23 00:00:00
107216.66856870624,bitcoin,2131595896624.4407,49251745837.96465,2025-05-24 00:00:00
107831.36374380375,bitcoin,2142540077685.2197,27128230116.517162,2025-05-25 00:00:00
108861.81037744327,bitcoin,2163072841533.6133,29652659665.048733,2025-05-26 00:00:00
109377.71513263129,bitcoin,2173059855839.4187,27950577137.918888,2025-05-27 00:00:00
109068.45694901445,bitcoin,2167551887130.0073,38978783508.88622,2025-05-28 00:00:00
107838.18431100152,bitcoin,2143342706888.307,29794278037.284946,2025-05-29 00:00:00
105745.41660358038,bitcoin,2101348752694.3137,38279231892.56757,2025-05-30 00:00:00
104010.91956242644,bitcoin,2066830946978.0637,39680060337.610214,2025-05-31 00:00:00
104687.50742934884,bitcoin,2080467809295.7695,20432694555.09522,2025-06-01 00:00:00
105710.00593822816,bitcoin,2101178071590.9749,17721500507.53389,2025-06-02 00:00:00
105884.74263221149,bitcoin,2104229403094.936,26313843058.73954,2025-06-03 00:00:00
105434.47745144971,bitcoin,2095294001281.4797,25925661121.080395,2025-06-04 00:00:00
104812.9182188067,bitcoin,2083148839111.2068,25812143562.797962,2025-06-05 00:00:00
101650.7387545425,bitcoin,2020294099992.3677,39711941132.0234,2025-06-06 00:00:00
104409.74967959142,bitcoin,2075175500201.4253,29897390978.090103,2025-06-07 00:00:00
105681.4546141758,bitcoin,2100553336902.5076,17749731308.73042,2025-06-08 00:00:00
105692.24740699006,bitcoin,2100654769399.4705,16044679696.270103,2025-06-09 00:00:00
110261.57485948496,bitcoin,2191877481230.9468,38222993297.50514,2025-06-10 00:00:00
110212.73252109604,bitcoin,2189350055406.3333,36303839182.734825,2025-06-11 00:00:00
108679.9760916168,bitcoin,2159529375273.4956,30338936631.626648,2025-06-12 00:00:00
105979.22902375912,bitcoin,2107911943768.2988,35865159511.38857,2025-06-13 00:00:00
106045.56440819203,bitcoin,2107973087547.7922,49471015505.74361,2025-06-14 00:00:00
105482.90611628917,bitcoin,2097486541223.27,17916412455.866283,2025-06-15 00:00:00
105554.49383061715,bitcoin,2098499110552.6216,16568441852.649668,2025-06-16 00:00:00
106951.2720181497,bitcoin,2127895470544.7178,32095957011.724205,2025-06-17 00:00:00
104683.42479835715,bitcoin,2080968120976.949,38603212010.889435,2025-06-18 00:00:00
104722.695052907,bitcoin,2081677732261.6853,30339326410.154945,2025-06-19 00:00:00
104690.65002458123,bitcoin,2081355279873.408,18063282658.152298,2025-06-20 00:00:00
103290.105144757,bitcoin,2054120245608.2085,30632751225.407444,2025-06-21 00:00:00
101532.5683847329,bitcoin,2017415966695.5278,21644463198.719532,2025-06-22 00:00:00
100852.58264648831,bitcoin,2005179769771.7349,51287142390.02526,2025-06-23 00:00:00
105511.62437933135,bitcoin,2097741233586.5918,50011797128.6837,2025-06-24 00:00:00
105976.06929808448,bitcoin,2107110352429.8032,31704641076.941063,2025-06-25 00:00:00
107238.53045016268,bitcoin,2132141147369.0017,30468274982.034847,2025-06-26 00:00:00
106984.01253775663,bitcoin,2127292099754.93,24320699663.15122,2025-06-27 00:00:00
107078.91560644074,bitcoin,2129020567385.9595,25194306261.888832,2025-06-28 00:00:00
107331.58548463577,bitcoin,2134239999929.6584,8960877693.57604,2025-06-29 00:00:00
108396.61631317894,bitcoin,2155183166489.813,14881078675.366829,2025-06-30 00:00:00
107132.79910701896,bitcoin,2130471589191.581,22489515582.41552,2025-07-01 00:00:00
105613.39974163055,bitcoin,2100087563077.9324,25033160828.30909,2025-07-02 00:00:00
108824.44423167943,bitcoin,2163835371770.0977,36395184773.06136,2025-07-03 00:00:00
109602.20483914016,bitcoin,2179664531219.9346,29892049537.628605,2025-07-04 00:00:00
108040.8919400104,bitcoin,2148601712907.3433,24248906784.57383,2025-07-05 00:00:00
108217.46849992426,bitcoin,2152344091389.654,10042942280.966904,2025-07-06 00:00:00
109215.19771840284,bitcoin,2171497503296.0474,14638669497.351297,2025-07-07 00:00:00
108300.71675785031,bitcoin,2153777588647.4504,25493246475.80407,2025-07-08 00:00:00
108953.19187727802,bitcoin,2167049398056.7417,20488865138.27645,2025-07-09 00:00:00
111327.53054245669,bitcoin,2215210888568.426,37078460440.66385,2025-07-10 00:00:00
115879.65030112496,bitcoin,2303292356999.7437,56204086624.04028,2025-07-11 00:00:00
117571.02510036016,bitcoin,2338612196961.7437,64185145923.88688,2025-07-12 00:00:00
117418.95745007684,bitcoin,2335485977830.673,24351256098.393543,2025-07-13 00:00:00
119117.55666327637,bitcoin,2369050366835.5605,27310851454.97692,2025-07-14 00:00:00
119833.67446712355,bitcoin,2383825813673.847,68915956378.80447,2025-07-15 00:00:00
117678.19493404306,bitcoin,2341223394839.9204,80299520980.2335,2025-07-16 00:00:00
118748.1627367753,bitcoin,2363194640209.576,50374263848.76278,2025-07-17 00:00:00
119445.36520434043,bitcoin,2376237382764.3013,49282617205.72662,2025-07-18 00:00:00
117988.94664455787,bitcoin,2347165317624.536,58896449260.69391,2025-07-19 00:00:00
117901.62655900871,bitcoin,2345398337785.541,23934511126.349533,2025-07-20 00:00:00
117256.9208222684,bitcoin,2333757287859.664,36702153882.06748,2025-07-21 00:00:00
117482.46977767294,bitcoin,2337365497467.1313,46344384345.39471,2025-07-22 00:00:00
119955.79570607653,bitcoin,2387516761560.4927,58939000420.94166,2025-07-23 00:00:00
118629.05588130427,bitcoin,2359931875300.5244,45225685167.61703,2025-07-24 00:00:00
118354.43517438594,bitcoin,2354764508342.9937,51940414419.3327,2025-07-25 00:00:00
117540.80837085741,bitcoin,2338855554998.7812,91617702596.10347,2025-07-26 00:00:00
117959.54234360624,bitcoin,2346959472845.027,25145925063.881348,2025-07-27 00:00:00
119418.91405141471,bitcoin,2376524838793.0137,30220402191.467663,2025-07-28 00:00:00
118003.30201607826,bitcoin,2349472897426.4688,43433742203.62158,2025-07-29 00:00:00
117853.30892863822,bitcoin,2345126504020.1143,42860287143.68828,2025-07-30 00:00:00
117833.24087995925,bitcoin,2343717963709.7124,43054424656.58649,2025-07-31 00:00:00
115700.00243915782,bitcoin,2302199162425.1206,45238249453.35885,2025-08-01 00:00:00
113234.6051343189,bitcoin,2253609880959.403,65794680822.25255,2025-08-02 00:00:00
112554.90232221723,bitcoin,2240413983638.112,33543439044.09785,2025-08-03 00:00:00
114199.10966460757,bitcoin,2272802075267.0376,24689273719.085533,2025-08-04 00:00:00
115138.68613070177,bitcoin,2292395156144.1514,32488023582.82734,2025-08-05 00:00:00
